00:00:27.316 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:32:07.127 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:33:08.984 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:34:10.650 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:35:10.609 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:36:08.156 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:37:08.205 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:38:09.936 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:39:09.535 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:40:09.232 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:41:13.429 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:42:09.980 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:43:13.247 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:44:11.944 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:45:10.764 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:46:12.581 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:47:13.778 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:48:12.500 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:49:15.339 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:50:15.236 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:51:14.423 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:52:12.482 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:53:12.458 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:54:13.261 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:55:17.310 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:56:16.705 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:57:16.282 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:58:16.602 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
02:59:19.659 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:00:20.493 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:01:21.550 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:02:15.752 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:03:14.906 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:04:14.824 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:05:14.681 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:06:16.550 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:07:13.898 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:08:17.058 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:09:15.093 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:10:14.921 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:11:14.592 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:12:16.730 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:13:17.370 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:14:17.014 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:15:16.756 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:16:18.215 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:17:18.061 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:18:19.188 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:19:17.611 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:20:20.429 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:21:20.076 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:22:20.679 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:23:20.727 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:24:18.995 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:25:20.834 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:26:21.748 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:27:20.578 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:28:21.700 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:29:21.857 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:30:24.560 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:31:22.103 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:32:23.103 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:33:23.273 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:34:25.404 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:35:24.725 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:36:27.071 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:37:25.143 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:38:26.672 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:39:26.888 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:40:27.086 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:41:24.811 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:42:25.405 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:43:26.410 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:44:25.948 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:45:28.637 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:46:26.834 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:47:25.959 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:48:26.905 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:49:29.919 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:50:27.680 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:51:31.390 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:52:30.114 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:53:29.967 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:54:29.323 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:55:30.663 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:56:32.381 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:57:33.334 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:58:33.503 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
03:59:30.763 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:00:36.197 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:01:34.364 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:02:33.962 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:03:32.590 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:04:35.304 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:05:31.384 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:06:33.107 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:07:37.862 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:08:36.151 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:09:35.427 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:10:38.908 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:11:36.349 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:12:36.417 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:13:34.255 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:14:38.680 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:15:37.023 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:16:36.729 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:17:38.316 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:18:39.827 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:19:37.624 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:20:36.352 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:21:38.771 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:22:41.027 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:23:36.907 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:24:39.266 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:25:38.152 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:26:38.445 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:27:41.741 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:28:44.334 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:29:43.839 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:30:39.989 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:31:44.351 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:32:41.152 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:33:44.920 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:34:42.879 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:35:44.718 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:36:43.877 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:37:43.854 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:38:41.966 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:39:44.884 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:40:45.954 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:41:46.618 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:42:48.793 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:43:46.806 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:44:46.052 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:45:44.259 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:46:49.851 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:47:43.688 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:48:43.737 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:49:43.285 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:50:42.344 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:51:42.924 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:52:44.521 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:53:43.305 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:54:44.690 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:55:46.208 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:56:46.260 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:57:44.333 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:58:45.572 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
04:59:46.172 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
05:00:51.010 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
05:01:47.562 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
05:02:48.265 [pool-1-thread-1] INFO  c.t.s.p.consumer.ConsumerLoop -    >>>operation=INSERT, fullTableName=LS_EBAO.T_STREAMING_ETL_HEALTH_CDC
